,pairID,Flickr30kID,hypothesis,gold_label,explanation
10804,4560100704.jpg#0r1n,4560100704.jpg,A lady wearing gray speaks to a lady in black outside of a church.,neutral,The photo does have a lady in grey speaking to a lady in black but nothing suggests they're outside a church.
6497,3120921482.jpg#1r1e,3120921482.jpg,A child is holding an instrument.,entailment,A guitar is an instrrument
14648,3120921482.jpg#0r1n,3120921482.jpg,A little boy is playing guitar on stage.,contradiction,The picture does not show the boy on a stage.
13283,3120921482.jpg#1r1n,3120921482.jpg,The boy is practicing guitar for a concert.,neutral,The boy is practicing guitar but it may not be for a concert.
2615,3504379205.jpg#2r1e,3504379205.jpg,Tourists are bartering for lower prices.,entailment,Tourists at a flea market implies that they must be  bartering for lower prices.
2616,3504379205.jpg#4r1c,3504379205.jpg,A group of people eat food inside a tent.,contradiction,A tent is not usually found in a mall.
14170,3504379205.jpg#0r1n,3504379205.jpg,the women are hot,neutral,"While the women are standing in front of a hot food cart, they themselves do not appear to feel hot."
9058,3019667009.jpg#2r1e,3019667009.jpg,The men are standing under the arch in the doorway.,entailment,the men are people
11604,3019667009.jpg#4r1n,3019667009.jpg,Two boys are playing football in the parking lot of a building.,contradiction,"The boys are not playing football, and are not in a parking lot."
11196,3019667009.jpg#1r1n,3019667009.jpg,Shy boy and party boy,neutral,this could be a shy boy and a party boy but it could also be two shy boys or two party boys.
3948,2515822745.jpg#4r1e,2515822745.jpg,The two people speak into the same microphone.,entailment,a man and a woman are two people. if they are reading this implies that they speak.
4277,2515822745.jpg#0r1c,2515822745.jpg,Nobody is reading,contradiction,There is an Asian man reading a piece of paper.
10524,2515822745.jpg#3r1n,2515822745.jpg,The people are performing for an audience.,neutral,"There are two people in the image holding papers and appear to be performing.  However, you cannot see if there is an audience or not."
5996,2254913901.jpg#2r1e,2254913901.jpg,The woman is outside of a clothing store.,entailment,The woman is outside looking into the store window.
8722,2254913901.jpg#4r1c,2254913901.jpg,The sun is shining at the window.,contradiction,There is no shining sun during night time.
10264,2254913901.jpg#2r1n,2254913901.jpg,The woman is shopping for a new dress.,neutral,do not know if the woman is shopping for a new dress
7696,5456862756.jpg#3r1e,5456862756.jpg,A woman soaking her feet.,entailment,"""Sitting with her feet in the water"" implies ""soaking her feet""."
2717,5456862756.jpg#2r1c,5456862756.jpg,A woman is walking down the street.,contradiction,The woman can't be dipping her feet while walking down the street.
13137,5456862756.jpg#4r1n,5456862756.jpg,A woman was on her feet all day.,neutral,May not have been all day
299,434932657.jpg#3r1e,434932657.jpg,The cowboy is dirty.,entailment,"A person "" riding a bull "" will be "" dirty """
294,434932657.jpg#4r1c,434932657.jpg,A woman is riding a horse.,contradiction,A cowboy is a male cannot be a woman.
12632,434932657.jpg#4r1n,434932657.jpg,A man is riding a bull in a contest.,neutral,"The man is riding a bull, but we do not know if it is in a contest or practice."
446,2321865325.jpg#1r1e,2321865325.jpg,A puppy is running.,entailment,a black and white puppy with ears straight up is exactly a puppy.
2474,2321865325.jpg#2r1c,2321865325.jpg,a puppy laying on a gravel road,contradiction,"If the puppy runs, he cannot be laying."
444,2321865325.jpg#4r1n,2321865325.jpg,"Two small dogs, each a different color",neutral,You can not infer they are a different color.
201,745880539.jpg#4r1e,745880539.jpg,An animal is in a tube.,entailment,Dog is type of animal.
200,745880539.jpg#0r1c,745880539.jpg,The dog is on the bed.,contradiction,The dog cannot be on the lawn and on the bed at the same time.
10943,745880539.jpg#1r1n,745880539.jpg,The dog is getting exercise at the obstacle course.,neutral,The dog does appear to be at an obstacle course but this could also be a park. We are not able to know if the dog is getting exercise.
6085,253800791.jpg#0r3e,253800791.jpg,Two men are outdoors.,entailment,The men are at the park so they must be outdoors.
6084,253800791.jpg#0r4c,253800791.jpg,A woman is watching a man eating a banana.,contradiction,gentleman and woman are different gender
11995,253800791.jpg#0r1n,253800791.jpg,The man watches the baseball lesson in the park.,neutral,"There is no baseball lesson shown in the image, so we do not know what the man is watching."
1693,4361156028.jpg#1r1e,4361156028.jpg,an unhappy looking woman,entailment,Not happy is the same as unhappy.
1695,4361156028.jpg#2r1c,4361156028.jpg,The sweater is yellow,contradiction,The yellow sweater could not be referred to as a dark-colored sweater as yellow is a light color.
11015,4361156028.jpg#0r1n,4361156028.jpg,A woman is on a bus.,neutral,"Although the woman is on a type of public transportation, there is nothing indicating that it is specifically a bus."
1307,2837804631.jpg#4r1e,2837804631.jpg,A kid is splashed at a fountain.,entailment,Kid is another way of saying child.  A water fountain is a type of fountain.
12751,2837804631.jpg#4r1n,2837804631.jpg,A child is drenched in water by his friends at a fountain.,contradiction,The child is at a fountain but not with any friends and appears to be dry.
12362,2837804631.jpg#2r1n,2837804631.jpg,a little boy is pretending to be a duck in the fountain,neutral,A little boy is pretending to be a duck in the fountain the water.
375,288025239.jpg#4r1e,288025239.jpg,A person is in an outdoor shelter.,entailment,A tent is an outdoor shelter.
376,288025239.jpg#1r1c,288025239.jpg,A hiker pokes out of a tent to see a nice sunny day.,contradiction,If there is snow it cannot be a nice sunny day.
379,288025239.jpg#2r1n,288025239.jpg,A man thinking of escaping heavy snowfall,neutral,Not every person is a man. Just because a person peeks out from a tent is a field of snow does not mean that he is thinking of escaping heavy snowfall.
3721,3279228339.jpg#1r3e,3279228339.jpg,There is someone at the restaurant.,entailment,If someone is at a restaurant then they are also at the restaurant
10584,3279228339.jpg#1r5n,3279228339.jpg,The worker is holding food.,contradiction,The worker is seen behind a counter. It is not shown if he is holding food or not.
13929,3279228339.jpg#4r1n,3279228339.jpg,the man is a coward,neutral,Neither men in the photo are outwardly doing anything that would validate being seen as a coward.
1076,2249682069.jpg#3r1e,2249682069.jpg,The man is knitting.,entailment,The man learning to knit implies that he is knitting.
11974,2249682069.jpg#2r1n,2249682069.jpg,people are sewing a gift for their friend,contradiction,These people are not sewing; they are holding knitting needles.
13265,2249682069.jpg#4r1n,2249682069.jpg,A group of people are knitting socks.,neutral,There are group of people knitting but not sure if they are knitting socks.
1497,2507182524.jpg#4r1e,2507182524.jpg,The dog runs after a ball.,entailment,The dog runs after a ball because the dog chases the ball.
9015,2507182524.jpg#1r1c,2507182524.jpg,A dog sits to scratch it's self.,contradiction,A dog does not scratch it;s self while it runs.
1500,2507182524.jpg#2r1n,2507182524.jpg,A dog is chasing a tennis ball.,neutral,That the dog is chasing a ball does not necessarily mean it is a tennis ball.
2032,2551602773.jpg#1r1e,2551602773.jpg,A few people are getting off a plane.,entailment,To be exiting a commercial jet aircraft means one is getting off a plane.
9101,2551602773.jpg#2r1c,2551602773.jpg,The plane was destroyed,contradiction,People are exiting the airplane or the plane was destroyed.
13475,2551602773.jpg#1r1n,2551602773.jpg,A group of tourists are getting off a plane.,neutral,"This is a group getting off a plane, but nothing says they are tourists."
13448,3415178926.jpg#1r1n,3415178926.jpg,A man plays with his dog.,entailment,There is a man playing with a stick with his dog in the photo.
3123,3415178926.jpg#3r1c,3415178926.jpg,A man relaxing with his cat.,contradiction,A dog is vastly different than a cat.
12431,3415178926.jpg#4r1n,3415178926.jpg,The man tried to get the dog to play catch.,neutral,The man is trying to get a stick away from the dog. It is unknown whether or not he is playing catch.
1879,2717110088.jpg#2r1e,2717110088.jpg,The two kids are in a store.,entailment,A furniture store is a type of store.
1878,2717110088.jpg#3r1c,2717110088.jpg,Two people are having sex on the bed in the middle of the department store.,contradiction,"When one has sex, one is not just laying in bed."
10742,2717110088.jpg#3r1n,2717110088.jpg,Two people are checking out the bed to see if they want to buy it.,neutral,"It is unclear whether the people are checking out the bed to see if they want to buy it, or if they might be homeless people who have found a wonderful place to spend this evening."
6227,3332248667.jpg#0r1e,3332248667.jpg,A man and a woman are using public transportation.,entailment,The subway is a type of public transportation.
6226,3332248667.jpg#0r1c,3332248667.jpg,A man is crying in his car.,contradiction,smiles is contradictory to crying
11339,3332248667.jpg#4r1n,3332248667.jpg,The coworkers wait in silence as they ride to work.,neutral,"there are people on a train, but it's not obvious they're coworkers- or that they're riding in silence."
5635,7990849887.jpg#1r1e,7990849887.jpg,An audience is watching a musical performance.,entailment,A musical group performs implies that there is musical performance and in front of live audience implies that audience is watching.
5638,7990849887.jpg#3r1c,7990849887.jpg,Two artists are sleeping.,contradiction,Two artists cannot be sleeping and performing simultaneously.
10620,7990849887.jpg#0r1n,7990849887.jpg,the band is made up of three brothers,neutral,it can not be said that musicians are brothers
799,4857776520.jpg#0r1e,4857776520.jpg,A man is next to a woman.,entailment,If the man is next to the woman then the man is next to a woman.
13743,4857776520.jpg#2r1n,4857776520.jpg,A couple sits at the beach and look at the clouds.,contradiction,The couple is standing and not sitting on a beach. It's clear that their looking up but it may or not be the clouds.
14526,4857776520.jpg#4r1n,4857776520.jpg,THEY ARE LOOKING UP  AT THE PLANE,neutral,"They are indeed looking up, but we do not know that it is at a plane."
11595,48614561.jpg#1r5n,48614561.jpg,A toddler has another kids mouth piece.,entailment,It appears the toddler in yellow is crying because the other toddler has his mouth piece and he wants it back.
5196,48614561.jpg#1r5c,48614561.jpg,Babies climb in the trees.,contradiction,Either there is one toddler or babies.
12506,48614561.jpg#0r1n,48614561.jpg,Two babies are sitting on the floor playing with one toy.,neutral,We cant assure that Two babies are sitting on the floor playing with one toy.
6570,6156276992.jpg#2r1e,6156276992.jpg,A man has a camera.,entailment,A man can only be looking through a camera if he has a camera.
4973,6156276992.jpg#3r1c,6156276992.jpg,Two travelers are sleeping in their bunks.,contradiction,They cannot observe anything if they are sleeping.
11387,6156276992.jpg#2r1n,6156276992.jpg,A man is taking pictures of the flowers on the mountain.,neutral,We don't know that there are flowers.
11886,2279432034.jpg#3r1n,2279432034.jpg,A group of musicians and singers practice.,entailment,There is a group of musicians and singers playing on a empty theater and wearing casual clothing. Most likely a practice
2530,2279432034.jpg#0r2c,2279432034.jpg,There are no instruments in the orchestra.,contradiction,They cannot be playing instruments if there are no instruments.
14414,2279432034.jpg#0r1n,2279432034.jpg,Two musical groups are in the middle of a concert,neutral,It is not clear from the image if they are in the middle of a concert.
1407,4478063110.jpg#2r1e,4478063110.jpg,The man is his own opponent.,entailment,A man who is his own opponenent in chess would be playing chess alone.
1406,4478063110.jpg#4r2c,4478063110.jpg,The man is playing field hockey.,contradiction,chess and field hockey are different sports
13975,4478063110.jpg#1r1n,4478063110.jpg,Two people sit down at a table.,neutral,you can only see one person not to and there is no table in sight
11362,3298573714.jpg#0r1n,3298573714.jpg,She is going for a walk,entailment,"The is a women (she) who is walking her dog on a leash. Hence, she is going for a walk (while walking her dog)."
6566,3298573714.jpg#4r1c,3298573714.jpg,A man cleans a litterbox.,contradiction,"A woman and a man or not the same person. ""Walking a small dog"" describes a different action than ""cleans a litterbox""."
14550,3298573714.jpg#4r1n,3298573714.jpg,The woman walks her neighbors dog.,neutral,There is a woman walking a dog in the image but it is not apparent if it is her dog or a neighbor's.
6821,4915658588.jpg#1r1e,4915658588.jpg,Three people are standing by a road.,entailment,Two women and one man are three people.
9361,4915658588.jpg#4r1c,4915658588.jpg,Five guys are eating burgers on a street corner.,contradiction,There  can either be  three or five people.
11733,4915658588.jpg#4r1n,4915658588.jpg,Three people are waiting at a street corner for the bus.,neutral,Though there are three persons on the sidewalk it cannot be assured they are waiting for a bus.
7313,7212803242.jpg#0r1e,7212803242.jpg,There is a baby outside.,entailment,A baby in grass is outside.
7311,7212803242.jpg#1r1c,7212803242.jpg,The child is asleep,contradiction,A child trying to feed his mom can not be asleep.
11016,7212803242.jpg#3r1n,7212803242.jpg,The baby is learning to food small things.,neutral,"The baby, used to being fed by others, is feeding someone else."
5007,4801849846.jpg#0r1e,4801849846.jpg,A person walks in front of a store.,entailment,Man is a person.
11316,4801849846.jpg#0r4n,4801849846.jpg,A man walks in front of a store at night.,contradiction,The man is not walking at night.
11823,4801849846.jpg#0r1n,4801849846.jpg,Pink is a mans favorite color.,neutral,The man walking is wearing a pink shirt but it doesn't mean pink is his favorite color.
1120,6474645169.jpg#1r1e,6474645169.jpg,There is a basketball game between Lafayette and Penn State.,entailment,"When  there is a game between two teams, it implies it will be showing players of both teams."
13052,6474645169.jpg#2r1n,6474645169.jpg,The game is almost over,contradiction,"The clock in the background shows that there is over 19 minutes left, so the game isn't almost over."
11399,6474645169.jpg#1r1n,6474645169.jpg,The Lafayette player has the ball.,neutral,"we can see a lafayette player, but we don't see any ball in this picture, so, we cannot know who has the ball"
3977,263233914.jpg#2r1e,263233914.jpg,the girl is wet,entailment,"if she is standing in a pool, then she would be wet."
9078,263233914.jpg#1r1c,263233914.jpg,A little boy in a pink bathing suit laughs by a pool.,contradiction,A girl is not a boy.
9080,263233914.jpg#3r1n,263233914.jpg,The girl is visiting her grandmother who lives on Martha's Vineyard.,neutral,Because she is in a bathing suit does not mean she is visiting her grandmother.
6791,4490635744.jpg#3r1e,4490635744.jpg,People are guarding a barrier,entailment,Guarding a barrier means that no one crosses the barrier.
6787,4490635744.jpg#1r1c,4490635744.jpg,Two cops arrest an elephant.,contradiction,You either stand by or arrest someone.
10224,4490635744.jpg#0r1c,4490635744.jpg,Two fake cops and a child undercover agent.,neutral,"There is no evidence that the two men are cops, and no evidence that the children are agents for anything."
7423,6589292543.jpg#4r1e,6589292543.jpg,Little boys lay down,entailment,Boys lay down when they are tired.
7427,6589292543.jpg#1r1c,6589292543.jpg,A child resting on the floor.,contradiction,The child cannot be resting on a bed and the floor at the same time.
12888,6589292543.jpg#2r1n,6589292543.jpg,A young boy is tries to take a rest from his shopaholic mother,neutral,"There is a young boy trying to take a rest or just playing around, I can't assume his mother is shopaholic"
9240,4828433053.jpg#3r1e,4828433053.jpg,A dog is on a leash,entailment,if it is leashed then it must be on a leash
9245,4828433053.jpg#0r5c,4828433053.jpg,A person is walking his cat.,contradiction,dog is contradictory to cat
13212,4828433053.jpg#1r1n,4828433053.jpg,A man with his dog is waiting for his friend.,neutral,A man is standing with his dog however we cannot infer whether or not he is waiting for his friend.
1528,4971484184.jpg#2r1e,4971484184.jpg,There is a blue car.,entailment,A mannequin is photographed next to a blue car so there is a blue car.
1526,4971484184.jpg#4r1c,4971484184.jpg,There is nothing behind the blue car.,contradiction,A mannequin is not nothing.
1533,4971484184.jpg#1r1n,4971484184.jpg,A half naked woman poses for art students beside a blue car.,neutral,She may not be posing for art students.
2490,6693881913.jpg#1r1e,6693881913.jpg,Hockey players fight.,entailment,"""Hockey players fight"" is literally exactly the same wording and meaning as hockey players fight."
5576,6693881913.jpg#0r1c,6693881913.jpg,Two basketball players jump for the ball.,contradiction,Hockey and basketball are not the same sport.
5579,6693881913.jpg#3r1n,6693881913.jpg,Two hockey players are charged with penalties.,neutral,The hockey players would not necessarily be charged with penalties.
13063,4442319130.jpg#3r1n,4442319130.jpg,A cat nestles against someone.,entailment,A cat is on someones shoulder nestling them.
4270,4442319130.jpg#2r1c,4442319130.jpg,Nobody has a cat.,contradiction,A man and a cat is not also nobody and a cat.
4268,4442319130.jpg#2r1n,4442319130.jpg,A tall person with a cat.,neutral,Sentence 1: A cat lays on an old woman's shoulder. Sentence 2: A cat nestles against someone.
13258,520913429.jpg#3r1n,520913429.jpg,A person doing something outside.,entailment,There is a person doing something outside.
13825,520913429.jpg#4r1n,520913429.jpg,A man is sweeping his kitchen floor with a broom that he made.,contradiction,The man is not cleaning his kitchen floor and we don't know if he made that broom.
10017,520913429.jpg#0r1n,520913429.jpg,A man is cleaning an altar before a wedding.,neutral,We don't know if he is cleaning an altar for a wedding he could just be cleaning the street.
2330,4848645410.jpg#0r1e,4848645410.jpg,The man in white and blue is outside.,entailment,The street is outside.
2329,4848645410.jpg#0r1c,4848645410.jpg,The man is inside the bar.,contradiction,The man cannot be inside and on the street at the same time.
14323,4848645410.jpg#3r1n,4848645410.jpg,Someone is taking photographs of the street.,neutral,though there is person who is taking photographs we cant conclude that he is taking photographs of the street
7362,3231749680.jpg#1r1e,3231749680.jpg,Children taking naps.,entailment,children taking a nap simply means children taking naps
8006,3231749680.jpg#4r1c,3231749680.jpg,Four Mexican toddlers nap on a floor.,contradiction,One cannot be an Asian and Mexican.
10187,3231749680.jpg#3r1n,3231749680.jpg,girls are sleeping on blankets on the basement floor.,neutral,Even though these children are sleeping on blankets there is no way to tell if they are all girls and if that is a basement floor it could be on the floor of a daycare.
8368,77740577.jpg#0r5e,77740577.jpg,The man and women are sitting on the same piece of furniture.,entailment,Both subjects are sitting
13021,77740577.jpg#0r3n,77740577.jpg,Woman sits next to a man and child.,contradiction,We see a woman sitting next to a man and no child or evidence of a child can be seen next to the woman.
14539,77740577.jpg#0r1n,77740577.jpg,A woman is nervous about a blind date.,neutral,"Even though the woman is nervous, it may not be a blind date"
2469,3655074079.jpg#0r1e,3655074079.jpg,The woman is wearing no clothes.,entailment,Naked lady implies the woman is wearing no clothes.
2468,3655074079.jpg#0r1c,3655074079.jpg,"The woman is so cold, she has to wear a sweater.",contradiction,A nake lady does not wear a sweater.
13018,3655074079.jpg#2r1n,3655074079.jpg,the woman is posing for a magazine,neutral,there is nothing to show that she is posing for a magazine photo shot
5131,2797188545.jpg#2r2e,2797188545.jpg,Two people are floating in a boat.,entailment,A couple are two people and paddle down a rough river is same as floating in a boat
5133,2797188545.jpg#3r1c,2797188545.jpg,There are people in the pool.,contradiction,A pool is not a river.
12187,2797188545.jpg#2r2n,2797188545.jpg,The couple paddle hard.,neutral,We dont know for sure if the people in the canoe are a couple
1933,503357436.jpg#0r5e,503357436.jpg,a man rides a bike,entailment,Both subjects rides a bike
1942,503357436.jpg#0r3c,503357436.jpg,There is only one person present.,contradiction,not every person is american
13204,503357436.jpg#4r1n,503357436.jpg,The two men are testing the new product line of their toy company in front of their investors,neutral,"The two men are riding a bike and doing tricks on a skateboard. There is nothing to suggest they are testing a new product line for any toy company, let alone one they own and there is no one in the picture, so no way to know if investors are present."
3296,3418462699.jpg#0r1e,3418462699.jpg,the person is touching a tree,entailment,"If someone's hands are against a tree then it means, of course they are touching it."
10223,3418462699.jpg#1r1n,3418462699.jpg,A lumberjack poses with a tree he's about to chop down,contradiction,The man in the picture does not have an ax to chop down the tree. The tree itself is enormously huge and the man might be posing a picture to show his strength against trying to push the tree.
13844,3418462699.jpg#4r1n,3418462699.jpg,A man is stretching before going on a run.,neutral,We cant assure that A man is stretching before going on a run.
13575,3604391853.jpg#4r1n,3604391853.jpg,A man is reaching,entailment,yes the man was trying to reaching out
543,3604391853.jpg#2r1c,3604391853.jpg,"Man lying on a sidewalk, staring at the sky.",contradiction,"The man would need to be either on the grass or on the sidewalk, can't be both"
10750,3604391853.jpg#1r1n,3604391853.jpg,a man is about to hold his wife,neutral,We don't know what the man is about to hold
168,218225539.jpg#1r1e,218225539.jpg,There is water.,entailment,Lakes are made out of water.
167,218225539.jpg#1r1c,218225539.jpg,There is no water around.,contradiction,"If there is no water, a device cannot be floating in a lake."
13238,218225539.jpg#4r1n,218225539.jpg,A father is spending time with his family on his day off.,neutral,"There is no way to tell if this person is a father, or if the other person there is a family member."
13425,4677535056.jpg#2r1n,4677535056.jpg,A person goes by a car next to a street.,entailment,The man is passing a car that is in the street.
6680,4677535056.jpg#4r1c,4677535056.jpg,The man is sitting in a movie theater.,contradiction,Passing by a taxi is something happening outside. Sitting in a movie theater is inside.
9754,4677535056.jpg#1r1n,4677535056.jpg,a man stands next to his taxi with his new sunglasses,neutral,It is unclear if it is the mans taxi and if they are new sunglasses.
9477,2667242810.jpg#3r1e,2667242810.jpg,Five total people are near a table with objects on it.,entailment,Four men plus a boy equals five people and they are at the table with the craft objects on it.
1213,2667242810.jpg#4r1c,2667242810.jpg,The organizers of the fundraiser were fighting each other.,contradiction,The organizers of a fundraiser wouldn't be fighting.
12293,2667242810.jpg#2r1n,2667242810.jpg,two men talk about design,neutral,Find cartoon men talking two stock images in HD and millions of other royalty-free ... design on conversation poses and gestures of two casually clothed men.
2979,965444691.jpg#1r1e,965444691.jpg,Someone is with a baby.,entailment,A man is someone.
2977,965444691.jpg#2r1c,965444691.jpg,The man is not the father.,contradiction,"If someone is not the father, he shouldn't be holding a baby."
11189,965444691.jpg#1r1n,965444691.jpg,The baby is the man's daughter.,neutral,"While there is a baby being held by a man, there is no evidence that the baby is the daughter of the man."
4976,4347441967.jpg#0r1e,4347441967.jpg,A man and kid are practicing martial arts.,entailment,they are practicing in both
4975,4347441967.jpg#1r1c,4347441967.jpg,A young boy is running away screaming.,contradiction,"The young boy is not running away, he's facing off against a man in a black cape."
9711,4347441967.jpg#1r1n,4347441967.jpg,A young boy is scared.,neutral,The young boy does not appear to be scared.
6292,460326010.jpg#1r1e,460326010.jpg,A child chases a small animal.,entailment,chases is the same as chasing
1051,460326010.jpg#3r1c,460326010.jpg,The girl was in the car.,contradiction,It is either a boy or a girl. One cannot chase a pigeon in a car.
13655,460326010.jpg#1r1n,460326010.jpg,A boy tries to catch a bird for a pet.,neutral,"The boy appears to be chasing the bird. However, it cannot be inferred that he is trying to catch the bird, let alone for the reason of keeping it as a pet."
14231,3189464563.jpg#0r4n,3189464563.jpg,A women wears hoop earrings.,entailment,Label: EntailmentExplanation: This is a woman and she is wearing hoop earrings in the photo.
4552,3189464563.jpg#0r1c,3189464563.jpg,"a woman with big earrings, holding up her prize parrot",contradiction,A prize ticket and a parrot are two different objects.
10776,3189464563.jpg#0r1n,3189464563.jpg,"a woman with big hoop earrings, holding up her prize ticket.",neutral,It is unclear if the woman is holding up her prize ticket or if she is holding up something else.
4350,8138745455.jpg#1r1e,8138745455.jpg,the med played games,entailment,A board game is a game.
8925,8138745455.jpg#4r1c,8138745455.jpg,Three old men are playing checkers.,contradiction,"If some men are playing checkers, they can't be playing domino's."
11916,8138745455.jpg#0r1n,8138745455.jpg,Three people gambling for money in front of a building.,neutral,It is unclear by the photo if the men are gambling for money or not.
6051,530170010.jpg#3r1e,530170010.jpg,The man is active.,entailment,A man is jumping and jumping is an activity.
6050,530170010.jpg#3r1c,530170010.jpg,The man is laying quietly on the rainy day.,contradiction,One is either jumping or laying quietly. The day is either sunny or rainy.
12579,530170010.jpg#0r1n,530170010.jpg,The man is hispanic.,neutral,There is a man but you can not tell if he Hispanic or not.
3214,2671602981.jpg#3r1e,2671602981.jpg,A girl is jumping.,entailment,If someone leaps you can say they are leaping
3215,2671602981.jpg#0r1c,2671602981.jpg,A man is stranded in the middle of a desert.,contradiction,A girl is not a man.
11803,2671602981.jpg#4r1n,2671602981.jpg,A girl is splashing around in the waters outside.,neutral,"Even though the girl is outside near water, the image doesn't show her splashing in the water."
7243,4917931600.jpg#3r1e,4917931600.jpg,A man in a hat is by the road.,entailment,aviation cap is a hat
7247,4917931600.jpg#1r1c,4917931600.jpg,A boy wears swimming goggles at the pool.,contradiction,"A man, not a boy, was sitting in the street, not at the pool. He was wearing flying goggles, not swimming goggles"
7246,4917931600.jpg#0r1n,4917931600.jpg,The man in the street is wearing socks.,neutral,One cannot assume that the man is wearing socks.
983,4623878206.jpg#1r1e,4623878206.jpg,The woman is walking outdoors.,entailment,"A tattooed woman is a type of woman, and street implies outdoors."
8891,4623878206.jpg#4r1c,4623878206.jpg,The woman with the bottle of water was sitting at her kitchen table reading the newspaper,contradiction,The woman cannot be sitting and walk at the same time.
12338,4623878206.jpg#0r1n,4623878206.jpg,The woman is on her way to a hiking trail.,neutral,The woman could be on her way to anywhere and not necessarily a hiking trail.
427,2984174290.jpg#1r1e,2984174290.jpg,Man is outside.,entailment,A man faling off a surfboard must mean he is outside.
425,2984174290.jpg#0r1c,2984174290.jpg,A shark is surfing.,contradiction,one is shark not a humanbeing.
12460,2984174290.jpg#4r1n,2984174290.jpg,a surfer riding a big wave at a competition,neutral,we cant assure that  a surfer riding a big wave at a competition
4046,4511879942.jpg#2r1e,4511879942.jpg,The women are standing by each other.,entailment,If two women are sitting next to a sign and gesturing to each other they're likely standing by each other
6805,4511879942.jpg#1r4c,4511879942.jpg,A woman is standing on a train.,contradiction,asking and standing are different genders
12970,4511879942.jpg#1r4n,4511879942.jpg,A woman is lost and asks the first woman she sees for directions.,neutral,"There is a women pointing and taking to the second women, but we don't know if she is giving directions or not."
5555,3320411267.jpg#0r1e,3320411267.jpg,A person is outside.,entailment,climbs a large rock in a dark forest  shows that person is outside.
10904,3320411267.jpg#4r1n,3320411267.jpg,She double-checked her safety gear before beginning her ascent.,contradiction,There is not enough evidence to see if she double-checked her safety gear and if the is ascending or descending.
12325,3320411267.jpg#1r1n,3320411267.jpg,A man in a blue jacket is climbing a rock for the first time.,neutral,The picture shows a man climbing a rock but whether it is his first time to do so is not stated in the picture.
2493,620595746.jpg#0r1e,620595746.jpg,There are two people sunbathing.,entailment,People in swimsuits implies they are sunbathing.
10739,620595746.jpg#1r1n,620595746.jpg,a black african lady wearing green traditional dress walk past sunbathers,contradiction,The dress the woman wears is not green.
13001,620595746.jpg#3r1n,620595746.jpg,the basket has towels in it,neutral,There is no way to see if the basket contains towels or not in this picture.
13954,473323374.jpg#0r1n,473323374.jpg,the baby is wearing cute clothes.,entailment,"Yes,  the baby is wearing cute clothes."
2509,473323374.jpg#1r1c,473323374.jpg,the baby is not crying,contradiction,The baby can't be crying and not crying at the same time.
13234,473323374.jpg#4r1n,473323374.jpg,The child wants to be fed.,neutral,It is not clear if the child wants to be fed.
3907,3139160252.jpg#3r1e,3139160252.jpg,Three people and a tree.,entailment,Women are people and a Christmas tree is a tree.
5926,3139160252.jpg#2r1c,3139160252.jpg,the turkey is waiting for some juicy batches on mturkgrind,contradiction,standing and waiting are different actions
10395,3139160252.jpg#2r1n,3139160252.jpg,the women are related,neutral,The women may or may not be related.
240,2747436384.jpg#0r1e,2747436384.jpg,A wave is about to crash on four people.,entailment,"Four young men are four people, and a crashing wave is a type of wave."
9425,2747436384.jpg#1r1c,2747436384.jpg,The wave missed the boys.,contradiction,It appeared the boys would be hit by the wave but it actually missed them.
12142,2747436384.jpg#2r1n,2747436384.jpg,three brothers get splashed by a wave,neutral,There are three people about to get hit by wave but we don't know if they are brothers
9301,4825488431.jpg#2r1e,4825488431.jpg,Group of people standing outside,entailment,To stand near a fence implies standing outside.
9302,4825488431.jpg#2r1c,4825488431.jpg,The people are inside,contradiction,There are no fences inside to stand near.
11994,4825488431.jpg#3r1n,4825488431.jpg,People watch a trick pilot perform at an air show.,neutral,we cant assure that People watch a trick pilot perform at an air show.
8664,4444686770.jpg#3r1e,4444686770.jpg,A couple are fishing.,entailment,Both subjects are fishing
8666,4444686770.jpg#4r1c,4444686770.jpg,A man and a woman help each other up after falling down while rollerskating.,contradiction,Fishing rod isn't rollerskating.
9680,4444686770.jpg#1r1n,4444686770.jpg,The fisherpeople have hiked to the lake.,neutral,"It is unclear how these people reached this location; they could have hiked, or they could have driven, or perhaps they swam, or maybe the arrived on some sort of watercraft."
5966,4459033855.jpg#0r3e,4459033855.jpg,The old gentlean used a screen to interact to other men at a table.,entailment,communicate is to interact.
5968,4459033855.jpg#1r1c,4459033855.jpg,The men are watching a movie near the Brooklyn Bridge.,contradiction,The Golden Gate Bridge is different from the Brooklyn Bridge.
14446,4459033855.jpg#0r4n,4459033855.jpg,A head coach of a team talks to reporters in the audience.,neutral,"It does seem as though he is talking to an audience, but there's little indication he's a coach or that there are reporters in the audience."
2626,2844202978.jpg#4r1e,2844202978.jpg,A women sitting with food.,entailment,Sitting with food is just a different tense applied to sits with… food.
2625,2844202978.jpg#3r1c,2844202978.jpg,A woman is presenting herself on stage at a club.,contradiction,A woman can't present herself and goods.
14240,2844202978.jpg#4r1n,2844202978.jpg,A woman is about to eat.,neutral,"A woman is pictured next to food but it is unclear if she is about to eat, has just eaten, or has just simply prepared the food."
1891,319870744.jpg#0r1e,319870744.jpg,Someone is sitting.,entailment,A hiker sitting on the ground means someone sitting.
1894,319870744.jpg#1r1c,319870744.jpg,A person is in bed.,contradiction,If a person is in bed then they can’t be sitting on a mountain.
